,name,speciality,vegan,vegetarian,lat,long
2215,Cedrus,na,0,0,48.8716416,2.3409433
2216,Chez Madame Gen,na,0,0,48.8734969,2.3525798
2217,Express Bonne Nouvelle,asian,0,0,48.8706911,2.3467398
2218,Chez Minná,corsican,0,0,48.8721862,2.3501755
2219,Le Gymnase,na,0,0,48.8708723,2.3480533
2220,Madeleine Bastille,na,0,0,48.870469,2.3480544
2221,Bistrot Burger,burger,0,0,48.8716176,2.3411379
2222,Cin-Cin,pizza,0,0,48.8707327,2.3464923
2223,Victoria Station,barbecue;pizza,0,0,48.8714861,2.3419548
2224,Mian Fan,asian,0,0,48.8716074,2.3412011
2225,,japanese,0,0,48.8829465,2.2773171
2226,L'Escalier,na,0,0,48.8751154,2.35571
2227,Sahil,na,0,0,48.8749802,2.355934
2228,Swinging Londress,na,0,0,48.8744702,2.3552896
2229,Surma Restaurant India,indian,0,0,48.877501,2.3561316
2230,Chez Carine,african,0,0,48.8773991,2.3564769
2231,Enquan,asian,0,0,48.8785393,2.3568626
2232,Grill Aspendos,na,0,0,48.8767619,2.3563475
2233,Lahore,na,0,0,48.8786854,2.3569358
2234,Le Catrina,na,0,0,48.8779934,2.3562593
2235,Le Laguiole,na,0,0,48.8782003,2.3567013
2236,Romantica Caffé,italian,0,0,48.8844529,2.2781156
2237,,na,0,0,48.8807088,2.275859
2238,Pub Au Bureau,na,0,0,48.6200219,2.3524282
2239,Rodi,turkish,0,0,48.6228972,2.3418617
2240,Grillade Lafayette,na,0,0,48.8799927,2.3591789
2241,Adaggio,na,0,0,48.8812174,2.3638517
2242,Gontran,na,0,0,48.8749956,2.3393542
2243,Palais Royal de Nogent,chinese,0,0,48.8343118,2.4729859
2244,Pamukkale,turkish,0,0,48.8905612,2.1945243
2245,Wako,sushi,0,0,48.8906176,2.1943823
2246,Jugurtha,na,0,0,48.8215533,2.2625437
2247,Aux Villes du Nord,french,0,0,48.8796296,2.3553194
2248,Au Bout en Train,french,0,0,48.8800642,2.3523843
2249,Villa del Padre,italian,0,0,48.8809546,2.3510669
2250,Anti Pasti,pizza,0,0,48.8689508,2.3362959
2251,Chez Wong,chinese,0,0,48.8667422,2.3365735
2252,Fuji Sushi,sushi,0,0,48.8682398,2.3365168
2253,Grand Comptoir,na,0,0,48.869612,2.3356753
2254,Hokkaido,japanese;asian,0,0,48.8676561,2.3370904
2255,Kyotori,japanese,0,0,48.8675328,2.3370273
2256,La Bombe,na,0,0,48.8698393,2.3358297
2257,La Marina,japanese,0,0,48.870838,2.3349612
2258,Okinawa,na,0,0,48.868816,2.3362566
2259,Restaurant Indien Gandhi Opera,na,0,0,48.8688035,2.3365534
2260,Satoshi,japanese,0,0,48.8666564,2.336983
2261,Toyotomi,japanese,0,0,48.8669153,2.3365074
2262,Tresor du Kashmir,na,0,0,48.8702359,2.3349223
2263,Yuxi,na,0,0,48.868815,2.3361103
2264,,na,0,0,48.8676983,2.3366997
2265,Michi,sushi,0,0,48.8681903,2.3364995
2266,Noodle,na,0,0,48.8678747,2.3364447
2267,La Palmeraie du Sud,international,0,0,48.5830456,2.8032496
2268,La Crêperie du Roi,crepe,0,0,48.6446462,1.8226635
2269,Le Belem,crepe,0,0,48.81495,2.234729
2270,Nanashi,japanese,0,1,48.8751402,2.3514767
2271,,chinese,0,0,48.6239139,2.5656557
2272,Damouri,na,0,0,48.8658609,2.3370619
2273,Zébulon,french,0,0,48.864166,2.336196
2274,H.A.N.D (Have A Nice Day),american,0,0,48.8656996,2.3366338
2275,L'Ecrin,na,0,0,48.8651667,2.3364852
2276,L'Assemblee,na,0,0,48.8597079,2.3182507
2277,Le Grand Palais,na,0,0,48.866635,2.3099131
2278,Le Savio,na,0,0,48.8703978,2.3225405
2279,Opera Mandarin,chinese,0,0,48.870262,2.331229
2280,Opera Ramen,japanese,0,0,48.8702706,2.3312786
2281,Pancake Square,na,0,0,48.8706031,2.3221827
2282,,na,0,0,48.8707016,2.3218346
2283,L'Orient Rouge,chinese,0,0,48.6940858,1.8537381
2284,Les Cailloux,na,0,0,48.8277214,2.3493461
2285,Au Jardin des Corolles,chinese,0,0,48.890647,2.245291
2286,Kyoto,japanese,0,0,48.8959928,2.2259452
2287,Lunivia,na,0,0,48.8946723,2.22719
2288,Pizza Crust,pizza,0,0,48.9954078,1.7317889
2289,Restaurant Au Vieux Pêcheur,fish,0,0,48.9927696,1.7267814
2290,Restaurant Le Poveiro,na,0,0,48.9926454,1.7346537
2291,Au 31,french,0,0,48.8190063,2.2498915
2292,Little Hanoi,asian,0,0,48.8582656,2.3882446
2293,Brasserie du Centre,na,0,0,48.7301938,2.2768214
2294,,na,0,0,48.7705891,2.5219377
2295,Pizza Hut,pizza,0,0,48.845521,2.3927387
2296,French Dodo,na,0,0,48.8131923,2.3197787
2297,Le Palais Royal,asian,0,0,48.9016173,2.2435133
2298,SarraZinc & Cie,crepe,0,0,48.8916422,2.1951995
2299,Le Soleil,na,0,0,48.8902434,2.1959872
2300,Le Coin Tranquille,na,0,0,48.8919482,2.1947498
2301,Auberge de l'Artoire,french,0,0,48.7098331,1.8718492
2302,Yutaka,japanese;sushi,0,0,48.9080631,2.2676004
2303,Pizza Roma,pizza,0,0,48.8166143,2.3214767
2304,Ô Bon Libanais,lebanese,0,1,48.9042873,2.2732179
2305,Au ciel,chinese - Fondue pékinoise,0,1,48.8543428,2.3834903
2306,La Gouttière,na,0,0,48.8658986,2.3742587
2307,Sakura,sushi,0,0,48.8663671,2.3715603
2308,Hippopotamus,steak_house,0,0,48.8971349,2.385532
2309,Pepper Grill,burger,0,0,49.0469487,2.1053337
2310,La Gourmandière,na,0,0,49.047283,2.1039144
2311,Eating Well Pizza,pizza,0,0,49.0474755,2.1031674
2312,,na,0,0,48.8045821,2.3342277
2313,Ten Bar,na,0,0,48.8249349,2.2442024
2314,Terminus Nord,french,0,0,48.8796615,2.35508
2315,Le Zinc du Nord,na,0,0,48.879878,2.354092
2316,Le Galant,na,0,0,48.861343,2.348751
2317,Paris Halles Café,na,0,0,48.861378,2.349579
2318,L'annexe,na,0,0,48.854995,2.345872
2319,Le Soleil d'Or,na,0,0,48.854386,2.345244
2320,Le Paradis du Fruit,na,0,0,48.8538433,2.3437616
2321,Le Flore en l’Isle,na,0,0,48.852664,2.353461
2322,La Brasserie de l’île Saint-Louis,na,0,0,48.853032,2.353385
2323,Le Week-End,na,0,0,48.852374,2.367092
2324,A la Bonne Adresse,french,0,0,48.8979806,2.2408931
2325,New Shri Ganesh,indian,0,0,48.9003443,2.2451301
2326,,na,0,0,48.8805044,2.3746913
2327,Le Phenix de Massy,chinese,0,0,48.7237342,2.2596593
2328,Villa Min,korean,0,0,48.8991473,2.2457779
2329,Monsieur Moulinot,na,0,0,48.8237696,2.2494657
2330,Dolce Vita,pizza,0,0,48.7678504,1.9498481
2331,Aasman,indian,0,0,48.8361054,2.3240015
2332,Coussin du Bengale,indian,0,0,48.9021779,2.2682649
2333,Don Luigi,pizza,0,0,48.9031057,2.2683584
2334,Le St Charles,na,0,0,48.9022712,2.2682084
2335,Bistrot de Charenton,french,0,0,48.8246134,2.4085703
2336,Tante Eugénie,french,0,0,48.8245079,2.4087393
2337,Café Hafa,couscous,0,0,48.869761,2.375091
2338,Hippopotamus,steak_house,0,0,48.8616033,2.3446347
2339,Le Louchébem,french,0,0,48.8616443,2.3443874
2340,Shiawase,japanese,0,0,48.7176505,2.246998
2341,Palais Lotus,na,0,0,48.8188554,2.2495009
2342,Le Comptoir de Saint-Cloud,italian,0,0,48.8441721,2.2196098
2343,L'étoile de Montreuil,na,0,0,48.8537952,2.4109052
2344,L'esplanade,french,0,0,48.8258786,2.404467
2345,Le Paris-Sports,french,0,0,48.8259571,2.4071178
2346,Le Pavillon Céleste,chinese,0,0,48.8257808,2.4073707
2347,Bienvenue,japanese,0,0,48.8251812,2.4076886
2348,Angelo,italian,0,0,48.8261537,2.405809
2349,Léa,lebanese,0,0,48.8275343,2.4045775
2350,Simple Sushi,sushi,0,0,48.8108498,2.3136914
2351,Loving Hut,international,0,0,48.8598419,2.3677964
2352,Le Saint-Ex,french,0,0,48.7828939,2.1936655
2353,Nova Kfé,na,0,0,48.8171415,2.2485515
2354,Thon,japanese,0,0,48.8175649,2.2490205
2355,Anahuacalli,mexico,0,0,48.8498873,2.3503879
2356,Farmento,pizza,0,0,48.9087233,2.4544409
2357,Anandh,indian,0,0,48.8165085,2.2475633
2358,Oïsushi,japanese,0,0,48.8163747,2.2474381
2359,Mumtaz,crepe,0,0,48.8162734,2.2473883
2360,Tthaï,na,0,0,48.8766779,2.2956123
2361,La Vallée,pizza,0,0,48.9688811,1.905304
2362,Le new resto,na,0,0,48.936683,2.497484
2363,Le Marrakech,oriental,0,0,48.8374517,2.4773243
2364,Le Palais d'Or de Joinville,asian,0,0,48.8176157,2.4670915
2365,Nagoya,japanese,0,0,48.8394378,2.4798311
2366,Pizza Roman,pizza,0,0,49.205599,2.582932
2367,Le Gril des Barbares,na,0,0,49.2059179,2.584083
2368,L'Iris d'Or,chinese,0,0,49.206849,2.584717
2369,Le Café de la Paix,regional,0,0,48.8077949,2.2406207
2370,Le Miromar,na,0,0,48.8082086,2.240464
2371,,na,0,0,48.8099203,2.0691278
2372,Nogentel,na,0,0,48.8320551,2.4901441
2373,,asian,0,0,48.8200202,2.4848255
2374,Chez Gégène,na,0,0,48.8300199,2.475138
2375,CokiSushi,japanese,0,0,48.8373866,2.2787503
2376,Eizosushi,japanese,0,0,48.8376849,2.2783476
2377,Le Terminus Balard,na,0,1,48.8370124,2.2782827
2378,Pizz Burg,pizza,0,0,48.837342,2.2787571
2379,Au Bon Piccolo,french,0,0,48.9585255,2.4474079
2380,Café des Lettres,na,0,0,48.8586765,2.3266501
2381,Zen,japanese,0,0,48.8640655,2.3345802
2382,À L'Essentiel,na,0,0,48.735863,2.3270893
2383,Buffalo Grill,steak_house,0,0,48.974614,2.3650684
2384,Chez Irene et Bernard,french,0,0,48.8936352,2.3221938
2385,Andy Sushi,chinese,0,0,48.8943476,2.3204974
2386,,na,0,0,48.7852341,2.5119838
2387,Les saveurs du Sichuan,chinese,0,0,48.8248377,2.3236483
2388,La Bocca,italian,0,0,48.8238612,2.3234793
2389,Les Vendanges,french,0,0,48.8243856,2.3234123
2390,Sonatines,french,0,0,48.8242408,2.3233372
2391,Brasserie Zeyer,french,0,0,48.8280919,2.3264056
2392,Mont Everest,nepalese,0,0,48.5379434,2.6585452
2393,La Ferme du Grand Chemin,french,0,0,49.0862358,1.7238383
2394,Louisette bar à grignoter,na,0,0,48.8752927,2.3875604
2395,I Fratelli,italian,0,0,48.8403734,2.369086
2396,Le Kleemend's,na,0,0,48.8388484,2.3702978
2397,Lili & Marcel,french,0,1,48.8376057,2.3732965
2398,Le Djoon,na,0,0,48.8365782,2.3714028
2399,Le Vauxhall,na,0,0,48.8397347,2.3696009
2400,,french,0,0,48.7314228,2.3274107
2401,,italian,0,0,48.7312937,2.3275206
2402,La Kassab d'Agadir,na,0,0,48.7322313,2.3278693
2403,Jardin de Pékin - 北京?園,asian,0,0,48.5411234,2.6600571
2404,Crêperie de Pont-Aven,regional,0,0,48.543181,2.6608764
2405,Le Cadre,na,0,0,48.8458375,2.4227748
2406,Le Bis,french,0,0,48.831585,2.324279
2407,La Paella,spanish,0,0,48.873275,2.360363
2408,Le Petit Matieu,na,0,0,48.8731705,2.3596985
2409,Bob's Juice Bar,na,1,0,48.8720524,2.3605991
2410,Cantine scolaire,na,0,0,49.0050506,1.8967091
2411,O'Concept,na,0,0,48.7621482,2.3086377
2412,Le Petit Bouch'art,french,0,0,48.9960327,2.2384053
2413,,na,0,0,49.0429713,2.082512
2414,Moulin d'Issy,italian,0,0,48.8235289,2.2607503
2415,,na,0,0,48.8521286,2.3374207
2416,Fire & Stone,na,0,0,48.9045461,2.3050336
2417,Mat' Café,french,0,0,48.8261586,2.2264865
2418,Le Comité,na,0,0,48.8759986,2.3816785
2419,Sushi Star,japanese,0,0,48.8469541,2.4077243
2420,Le Lion d'or,na,0,0,48.4659432,2.6068648
2421,,chinese,0,0,48.966554,2.5427505
2422,Les Domaines Qui Montent,na,0,0,48.8271351,2.2353993
2423,Speed Rabbit Pizza,pizza,0,0,48.6729557,2.3507605
2424,Paristanbul,kebab,0,0,48.6738088,2.3517584
2425,L'Eden,na,0,0,48.806204,2.419239
2426,L'Auversoise,crepe,0,0,49.0705704,2.1725123
2427,La Swanaléa,crepe,0,0,49.0714014,2.1548962
2428,,na,0,0,48.9609731,1.8141085
2429,Chez Serge,na,0,0,48.9145288,2.3372467
2430,Le Mandarin de Saint-Ouen,na,0,0,48.9140901,2.3361189
2431,Cathay Thai,asian,0,0,48.8182515,2.2514494
2432,Daikichi,japanese,0,0,48.8190906,2.2512723
2433,Pizza Siciliana,italian,0,0,48.8183243,2.2516576
2434,Brasserie Billancourt,na,0,0,48.827426,2.2416079
2435,Chilan,turkish,0,0,48.8276245,2.2415257
2436,Cabaret Chez Michou,na,0,0,48.8830455,2.3398008
2437,Mandarin de Chine,na,0,0,48.6503907,2.4152112
2438,Hippopotamus Forest Hill Meudon Vélizy,french;steak_house,0,0,48.78461,2.2254946
2439,Auberge du Bonheur,asian,0,0,48.891135,2.3741543
2440,Chamroeun Crimée,asian,0,0,48.890725,2.3763178
2441,Fuji Yama,japanese,0,0,48.8907863,2.375994
2442,Mama Africa,na,0,0,48.8912563,2.3734593
2443,Dima,na,0,0,48.8907603,2.3761455
2444,Le Petit Bistro,na,0,0,48.8274574,2.2428608
2445,Restaurant Japonais Zaki,japanese,0,0,48.7616816,2.4140581
2446,Dall'italiano,italian,0,0,48.6744489,2.3512621
2447,L'Hippocampus,french,0,0,48.8485558,2.3279413
2448,Monte Cristo,na,0,0,48.6526588,2.3146391
2449,Pronto Pizza,pizza,0,0,48.4921585,2.1909599
2450,Wang Chinois,asian,0,0,48.4869788,2.1899667
2451,Étoile d'Antalya,turkish,0,0,48.4920671,2.1913537
2452,,na,0,0,48.7811416,2.5718255
2453,Chez Sushi V,japanese,0,0,49.1609501,2.2579053
2454,Osaka,japanese,0,0,48.6968087,2.184695
2455,Le 63,italian,0,0,48.6978112,2.1883474
2456,Miyako,japanese,0,0,48.794686,2.3357077
2457,Le Palais du Bonheur,asian,0,0,48.8390548,2.2577341
2458,New Delice's,pizza,0,0,48.8388575,2.2576602
2459,Le Saloon,na,0,0,49.1439175,2.6724435
2460,La Bolée d'Or,savory_pancakes;crepe;pancake,0,0,48.8190504,2.4169505
2461,La Garçonnière,na,0,0,48.8404902,2.2580804
2462,Le Neuf,pizza,0,0,48.7876083,2.4823421
2463,Godjo,ethiopian,0,0,48.8476438,2.3479747
2464,L'Annexe,na,0,0,48.7949035,2.5099014
2465,La Bastide,na,0,0,48.7952746,2.5097549
2466,La Petite Auberge,na,0,0,48.7976095,2.5032944
2467,LV Factory,na,0,0,48.7945229,2.5135049
2468,Au rendez-vous des Amis,na,0,0,48.7906007,2.5079353
2469,Bistro du Marché,french,0,0,48.7923475,2.5165131
2470,Closerie Saint-Alban,na,0,0,48.7928541,2.5169163
2471,Atelier 28,french,0,0,48.7914964,2.5129435
2472,Fu Ji,japanese,0,0,48.791639,2.5132756
2473,La Gelateria,na,0,0,48.7927004,2.5170509
2474,Chang,chinese,0,0,48.7939907,2.5146229
2475,La Perla Ionica,pizza,0,0,48.7931425,2.5158467
2476,96 Avenue,na,0,0,48.7925524,2.5167431
2477,,na,0,0,49.1026353,2.5848724
2478,Fusion,thai;japanese,0,0,48.8263479,2.2372708
2479,La Villa,french,0,0,48.8447638,2.2114102
2480,,na,0,0,48.8430207,2.2131752
2481,Le Girafon,pizza,0,0,48.8445792,2.211143
2482,Au P'tits Aulnoys,na,0,0,48.8089676,3.1123519
2483,Easy Wok,thai,0,0,48.6748308,2.3524121
2484,Marius,na,0,0,48.8413238,2.2558811
2485,Le Siffleur de Ballons,french,0,0,48.8495928,2.3812853
2486,Brunello,italian,0,0,48.895429,2.4038761
2487,Pulcinella,italian,0,0,48.8908006,2.3459694
2488,Illios,french,0,0,48.8905355,2.3453594
2489,La Table d'Eugène,french,0,0,48.8911214,2.3471539
2490,,indian,0,0,48.8907355,2.3482159
2491,Les Escapades,na,0,0,48.8295186,2.3712567
2492,La Table Gourmande,french,0,0,48.9343386,2.3565241
2493,Le Monoko,african,0,0,48.9317411,2.3534825
2494,La Chaumière Romaine,pizza,0,0,48.5703178,2.4332033
2495,Pizza Caratello,italian,0,0,48.8851558,2.3360026
2496,La Table Des Frangins,burger,0,0,48.840995,2.2662701
2497,Chez Lena et Mimile,french,0,0,48.8420173,2.3480157
2498,L'Atlantide,french,0,0,48.8431426,2.3492259
2499,Hoki Sushi,japanese,1,1,48.8430296,2.3492151
2500,Cap 99,na,0,0,48.8430013,2.3491186
2501,Patakrep,regional,0,0,48.8945457,2.3441716
2502,La Timbale,na,0,0,48.8944316,2.3452559
2503,L'Harmonie,na,0,0,48.7427204,1.9632559
2504,Chez Paul,french,0,0,48.8528026,2.3743383
2505,Joli Môme,na,0,0,48.8936382,2.3429021
2506,Dream Sushi,japanese,0,0,48.9198395,2.3430464
2507,La Dolce Vita,pizza,0,0,48.9198325,2.3426863
2508,Les Toqués,french,0,0,48.894056,2.343194
2509,L'Oriental,na,0,0,48.894152,2.342969
2510,Harper's,burger,0,0,48.894373,2.343245
2511,Nonna Clelia,na,0,0,48.8951291,2.3434176
2512,Au Citron Vert,na,0,0,48.894399,2.344772
2513,Doppio,italian,0,0,48.89427,2.345881
2514,Les Fondus de la Raclette,na,0,0,48.89413,2.345806
2515,Haifa,na,0,0,48.8928888,2.3433773
2516,La Piscine,french,0,0,48.894851,2.340921
2517,Le Petit Château d'Eau,na,0,0,48.8706729,2.359427
2518,Les Parigots,french,0,0,48.8691816,2.3618122
2519,La Barrique,french,0,0,48.869498,2.3633099
2520,Le mellotron.com,french,0,0,48.8693445,2.3635411
2521,Au Pied de Vigne,na,0,0,48.8697366,2.3637361
2522,Café Petite,french,0,0,48.868694,2.359777
2523,Han Shi Fang,chinese,0,0,48.8686409,2.35998
2524,La Petite Rose des Sables,na,0,0,48.868977,2.360219
2525,Ouyu,chinese,0,0,48.870137,2.361022
2526,Crêperie le 17,crepe,0,0,48.870469,2.3610129
2527,Ippudo République,noodle,0,0,48.871075,2.36123
2528,Le Verre volé de la mer,na,0,0,48.871743,2.362226
2529,Alberto Pizzeria,na,0,0,48.871882,2.362362
2530,,na,0,0,48.8720713,2.362573
2531,Bedford,american,0,0,48.8724284,2.363283
2532,Fuxia,italian,0,0,48.8726535,2.3631861
2533,Le Verre Volé - Le Bistrot,na,0,0,48.8728343,2.3635108
2534,Le Bourgogne,french,0,0,48.873216,2.362928
2535,Le Sarré Royal,african,0,0,48.8300641,2.3145322
2536,Pizza au Feu de Bois,pizza,0,0,48.895159,2.1925184
2537,,na,0,0,48.8285724,2.3161086
2538,Le Square Trousseau,french,0,0,48.8502246,2.3764819
2539,Village du Pacha,kebab,0,0,48.81459,2.3605822
2540,Restaurant Administratif,na,0,0,48.841759,2.3485038
2541,La Cour Pavée,na,0,0,49.1942991,2.4674172
2542,Le Vertugadin,french,0,0,49.1945287,2.4766306
2543,The best chicken,na,0,0,48.8722479,2.3978396
2544,Sushi d'Alfortville,sushi,0,0,48.8146701,2.4140452
2545,Momento Café,kosher,0,0,48.8383331,2.234074
2546,Pizzeria Santa Lucia,italian,0,0,48.857091,2.3727607
2547,Pizzeria Casabella,italian,0,0,48.9082393,2.2579471
2548,,na,0,0,48.7775881,1.8772858
2549,Via Mamma,italian,0,0,48.8127877,2.2729741
2550,Baguettes d'or,asian,0,0,48.8126638,2.2727129
2551,PIzzeria,na,0,0,48.6833342,2.117112
2552,Metis,na,0,0,48.893104,2.344078
2553,Le Nord-Sud,na,0,0,48.892655,2.344229
2554,O.J.,na,0,0,48.893713,2.345163
2555,,na,0,0,48.89373,2.344902
2556,Au Petit Riche,french,0,0,48.8731527,2.33857
2557,Au rendez-vous Parisien,french,0,0,48.8746783,2.5383525
2558,Bella Vita,italian,0,0,48.8334771,2.2286559
2559,Tinki's,african,0,0,48.8386143,2.230431
2560,Tokoyama,japanese,0,0,48.8336213,2.2285811
2561,Chez Georges,french,0,0,48.8664049,2.3413812
2562,Drouant,french,0,0,48.8687508,2.3345042
2563,Bistro Volney,french,0,0,48.8692412,2.3299818
2564,Aux Lyonnais,french,0,0,48.8707567,2.3387209
2565,Le Pur',french,0,0,48.8689281,2.3302927
2566,Senderens,french,0,0,48.8695802,2.3230555
2567,La Renardière,french,0,0,49.1983749,2.4324355
2568,Golosino,italian,0,1,48.8407873,2.3491103
2569,L'île de Crête,greek,0,0,48.8446176,2.3491298
2570,Royal Inde,indian,0,0,48.8355202,2.2319957
2571,Le Grand Colbert,french,0,0,48.8664844,2.3389311
2572,Tante Louise,french,0,0,48.870077,2.3223918
2573,La Fermette Marbeuf,french,0,0,48.8675314,2.3020548
2574,La Maison de l'Aubrac,french,0,0,48.8696595,2.3052249
2575,Carré des Feuillants,french,0,0,48.8662502,2.3285392
2576,Pizza Capri,pizza,0,0,48.8739879,2.343092
2577,Pizzeria San-Marino,pizza,0,0,48.8442208,2.2944378
2578,Jium,korean,0,0,48.8486566,2.2967202
2579,Pedra Alta,international,0,0,48.8147908,2.3897357
2580,Le Dôme,seafood,0,0,48.8419574,2.3290304
2581,Les Grandes Marches,french,0,0,48.8529638,2.3701915
2582,Au Pied de Cochon,french,0,0,48.8634885,2.3437958
2583,Le Comptoir des Brosses,french,0,0,48.5961495,2.4999638
2584,,na,0,0,48.8153748,2.4436623
2585,Le 114 Faubourg,french,0,0,48.8718416,2.3144851
2586,Le Céladon,french,0,0,48.8696738,2.3309961
2587,Le Clos Bourguignon,french,0,0,48.8725161,2.3281305
2588,Unico,argentinian,0,0,48.8521273,2.3846642
2589,La Cocotte,na,0,0,48.894786,2.34453
2590,Asia Traiteur,asian,0,0,48.7436116,1.9497257
2591,J'Go,regional,0,0,48.87248,2.3404835
2592,Brasserie Flo,french,0,0,48.8724927,2.3528401
2593,Le Bœuf sur le Toit,french,0,0,48.8714038,2.3104401
2594,Edogawa,japanese,0,0,48.843674,2.3495038
2595,Johan Grill,portuguese,0,0,48.8348389,2.2271861
2596,Terres de Truffes,regional,0,0,48.8715946,2.3262057
2597,Sur Mesure,french,0,0,48.866951,2.327037
2598,Café de la Paix,french,0,0,48.870695,2.3313289
2599,L'Aéro-Club de France,french,0,0,48.8673862,2.2911822
2600,Jaune Orange,asian;chinese;japanese,0,0,48.9995809,2.099219
2601,Miam-Miam,korean,0,0,48.8451117,2.3493401
2602,Amrit Inde,indian,0,0,48.844967,2.3488185
2603,Casa Pépé,spanish,0,0,48.8448364,2.3492811
2604,Van April,fries,0,0,48.8448928,2.3492758
2605,Pizza Hut,pizza,0,0,48.8406978,2.3515047
2606,Café Restaurant du Parc,french,0,0,48.7911543,2.3341359
2607,Les Gourmandins,french,0,0,48.7933782,2.3352753
2608,Délice Pizza,pizza,0,0,48.7937306,2.3361368
2609,Goumard,fish,0,0,48.8679841,2.3255481
2610,Le Lumière,french,0,0,48.8704636,2.3297136
2611,La Nouvelle Chine,chinese,0,0,48.7930127,2.33617
2612,Crêp'House,french,0,0,48.7935711,2.3347646
2613,L'Espadon,french,0,0,48.8680526,2.3287936
2614,L'Assagio,italian,0,0,48.8684086,2.326825
2615,Atithi,indian,0,1,48.7971603,2.3306351
2616,Bistrot Vivienne,french,0,0,48.8662803,2.3394262
2617,Passage 53,french,0,0,48.8710959,2.3416366
2618,Le Ciné,na,0,0,48.9264436,2.3420024
2619,L'Oriental,na,0,0,48.9265546,2.3419608
2620,Au rendez-vous des Chauffeurs,na,0,0,48.9267317,2.3419206
2621,LBR,kebab,0,0,48.925914,2.3421606
2622,,na,0,0,49.0055638,1.9027009
2623,La Sucrerie,na,0,0,49.0999649,1.9678699
2624,Foyer de la Madeleine,french,0,0,48.8699813,2.3246311
2625,Le Vieux Cèdre,lebanese,0,1,48.8445401,2.3489669
2626,Le Fonio,african,0,0,48.8445117,2.3485437
2627,Okito,asian,0,0,48.819324,2.3236972
2628,Yakigushi,japanese,0,0,48.8191333,2.3230642
2629,Le Rond-Point,french,0,0,48.8158764,2.3111289
2630,Thoumieux,french,0,0,48.8597088,2.3086607
2631,Vagenende,french,0,0,48.852958,2.3375756
2632,Bouillon Racine,french,0,0,48.850152,2.3419436
2633,Chez Monsieur,french,0,0,48.8687535,2.325009
2634,Pizza Hut,italian,0,0,48.9900248,2.3607126
2635,Courtepaille,steak_house,0,0,48.9904087,2.3612399
2636,La Petite Bretonne,crepe,0,0,48.8434406,2.3494268
2637,Le Vieux Bistrot,french,0,0,48.8432628,2.3494718
2638,Le Cèdre,kebab,0,0,48.8447332,2.3491164
2639,Oi Sushi,japanese,0,0,48.8447729,2.3492912
2640,Le Dattier,algerian,0,0,48.9007082,2.2485068
2641,Buffalo Grill,na,0,0,48.9755642,1.7162833
2642,,na,0,0,48.7865859,2.2268379
2643,,na,0,0,48.7873203,2.2351824
2644,,na,0,0,48.7867856,2.2280048
2645,,na,0,0,48.7871744,2.22672
2646,Le Chalet des Iles,na,0,0,48.8635574,2.2602856
2647,Guang Ming,chinese,0,0,48.8440254,2.3472317
2648,Tokara,japanese,0,0,48.8643423,2.1807978
2649,EZ,lebanese,0,0,48.838443,2.3563154
2650,Yugen,japanese,0,0,48.8272203,2.2646032
2651,Le Vezuviu,"italian,_roumain,_traditionnel",0,0,48.910755,2.3576305
2652,Le Fu Gou,japanese,0,0,48.9108146,2.3576291
2653,Le Jardin de la Plaine,na,0,0,48.9164636,2.3629767
2654,Le Paris-Beauvais,na,0,0,48.9124201,2.3584638
2655,Pain Délice,sandwich,0,0,48.9191465,2.3622556
2656,Sushi Wasabi,japanese,0,0,48.9138473,2.3573554
2657,Jantchi,na,0,0,48.8660415,2.3361004
2658,Okyama,sushi,0,0,48.8349766,2.283021
2659,Fuxia,italian;pizza,0,0,48.8327742,2.2887456
2660,Le Grenier,regional,0,0,48.8447928,2.3492881
2661,Chez Nicos,pancake,0,0,48.843577,2.3493886
2662,Renine,pizza,0,0,48.850718,2.4380396
2663,Kushi-Yaki,japanese,0,0,48.8408245,2.5846394
2664,China Town,chinese,0,0,48.84392,2.583652
2665,Le Gourmet de Pékin,chinese,0,0,48.8496304,2.133715
2666,Atelier d'Antan,french,0,0,48.8377834,2.390983
2667,Sushi Sushi,sushi,0,0,48.9529901,2.3164611
2668,Wok Grill,asian,0,0,48.9574315,2.3090858
2669,Royal Epinay,chinese,0,0,48.9570207,2.3095939
2670,The Tibetan Kitchen,tibetan,0,1,48.8939174,2.3431529
2671,Tin Tin,chinese,0,0,48.8911748,2.3607925
2672,Buffalo Grill,steak_house,0,0,49.1248252,2.2499435
2673,Léon de Bruxelles,belgian,0,0,49.1252359,2.2500937
2674,Le Dôme,chinese,0,0,48.771799,2.3605868
2675,Auberge du Japon,japanese,0,0,48.6095091,2.4768349
2676,Oulala,na,0,0,48.8442707,2.3492157
2677,Bistrot de Marly,na,0,0,48.8804137,2.1006976
2678,L'Étoile de Marly,na,0,0,48.8804068,2.100483
2679,,na,0,0,48.9225493,1.963313
2680,Les Saveurs d'Asie,chinese,0,0,48.8798582,2.1010634
2681,La Cantine,french,0,0,48.8412056,2.3941921
2682,Saravanaa Bhavan,indian,0,0,48.879909,2.3575889
2683,Les Jardins de Mandchourie,chinese,0,0,48.8418196,2.3905033
2684,La Diva,pizza,0,0,48.7304126,2.1638409
2685,Le Christopole,italian,0,0,48.7310629,2.1640818
2686,Babalou,italian,0,0,48.8863709,2.3442405
2687,Le Grand 8,french,0,0,48.8866183,2.3444051
